round,group_id,members,group_size,group_weight,per_identity_weight
1,0,[0],1,0.14285714285714285,0.14285714285714285
1,1,[1],1,0.14285714285714285,0.14285714285714285
1,2,[2],1,0.14285714285714285,0.14285714285714285
1,3,[3],1,0.14285714285714285,0.14285714285714285
1,4,[4],1,0.14285714285714285,0.14285714285714285
1,5,[5],1,0.14285714285714285,0.14285714285714285
1,6,[6],1,0.14285714285714285,0.14285714285714285
2,0,[0],1,0.14285714285714285,0.14285714285714285
2,1,[1],1,0.14285714285714285,0.14285714285714285
2,2,[2],1,0.14285714285714285,0.14285714285714285
2,3,[3],1,0.14285714285714285,0.14285714285714285
2,4,[4],1,0.14285714285714285,0.14285714285714285
2,5,[5],1,0.14285714285714285,0.14285714285714285
2,6,[6],1,0.14285714285714285,0.14285714285714285
3,0,[0],1,0.14285714285714285,0.14285714285714285
3,1,[1],1,0.14285714285714285,0.14285714285714285
3,2,[2],1,0.14285714285714285,0.14285714285714285
3,3,[3],1,0.14285714285714285,0.14285714285714285
3,4,[4],1,0.14285714285714285,0.14285714285714285
3,5,[5],1,0.14285714285714285,0.14285714285714285
3,6,[6],1,0.14285714285714285,0.14285714285714285
4,0,[0],1,0.14285714285714285,0.14285714285714285
4,1,[1],1,0.14285714285714285,0.14285714285714285
4,2,[2],1,0.14285714285714285,0.14285714285714285
4,3,[3],1,0.14285714285714285,0.14285714285714285
4,4,[4],1,0.14285714285714285,0.14285714285714285
4,5,[5],1,0.14285714285714285,0.14285714285714285
4,6,[6],1,0.14285714285714285,0.14285714285714285
5,0,[0],1,0.14285714285714285,0.14285714285714285
5,1,[1],1,0.14285714285714285,0.14285714285714285
5,2,[2],1,0.14285714285714285,0.14285714285714285
5,3,[3],1,0.14285714285714285,0.14285714285714285
5,4,[4],1,0.14285714285714285,0.14285714285714285
5,5,[5],1,0.14285714285714285,0.14285714285714285
5,6,[6],1,0.14285714285714285,0.14285714285714285
6,0,[0],1,0.14285714285714285,0.14285714285714285
6,1,[1],1,0.14285714285714285,0.14285714285714285
6,2,[2],1,0.14285714285714285,0.14285714285714285
6,3,[3],1,0.14285714285714285,0.14285714285714285
6,4,[4],1,0.14285714285714285,0.14285714285714285
6,5,[5],1,0.14285714285714285,0.14285714285714285
6,6,[6],1,0.14285714285714285,0.14285714285714285
7,0,[0],1,0.14285714285714285,0.14285714285714285
7,1,[1],1,0.14285714285714285,0.14285714285714285
7,2,[2],1,0.14285714285714285,0.14285714285714285
7,3,[3],1,0.14285714285714285,0.14285714285714285
7,4,[4],1,0.14285714285714285,0.14285714285714285
7,5,[5],1,0.14285714285714285,0.14285714285714285
7,6,[6],1,0.14285714285714285,0.14285714285714285
8,0,[0],1,0.14285714285714285,0.14285714285714285
8,1,[1],1,0.14285714285714285,0.14285714285714285
8,2,[2],1,0.14285714285714285,0.14285714285714285
8,3,[3],1,0.14285714285714285,0.14285714285714285
8,4,[4],1,0.14285714285714285,0.14285714285714285
8,5,[5],1,0.14285714285714285,0.14285714285714285
8,6,[6],1,0.14285714285714285,0.14285714285714285
9,0,[0],1,0.14285714285714285,0.14285714285714285
9,1,[1],1,0.14285714285714285,0.14285714285714285
9,2,[2],1,0.14285714285714285,0.14285714285714285
9,3,[3],1,0.14285714285714285,0.14285714285714285
9,4,[4],1,0.14285714285714285,0.14285714285714285
9,5,[5],1,0.14285714285714285,0.14285714285714285
9,6,[6],1,0.14285714285714285,0.14285714285714285
10,0,[0],1,0.14285714285714285,0.14285714285714285
10,1,[1],1,0.14285714285714285,0.14285714285714285
10,2,[2],1,0.14285714285714285,0.14285714285714285
10,3,[3],1,0.14285714285714285,0.14285714285714285
10,4,[4],1,0.14285714285714285,0.14285714285714285
10,5,[5],1,0.14285714285714285,0.14285714285714285
10,6,[6],1,0.14285714285714285,0.14285714285714285
